html,href,title,author,journal,type,date
"<div class=""article-listing"">
<p><a href=""/Library/Article/emmylou-harris-back-where-it-all-started"">Emmylou Harris, back where it all started</a></p>
<p>Profile by Geoffrey Himes, <i>The Washington Post</i>, 8 January 2015</p>
<p class=""excerpt"">THERE'S A REASON so many artists have signed on to take part in The Life and Songs of Emmylou Harris: An All-Star Concert Celebration on ...</p>
</div>",/Library/Article/emmylou-harris-back-where-it-all-started,"Emmylou Harris, back where it all started",Geoffrey Himes,The Washington Post,Profile,8 January 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/the-read-mr-gram-parsons"">Gram Parsons: The Read: Mr Gram Parsons</a></p>
<p>Retrospective by Barney Hoskyns, <i>Mr. Porter</i>, April 2015</p>
<p class=""excerpt"">Narcotics, Nudie Cohn suits, and the Rolling Stones – we pay homage to the fiercely talented founder of alternative country, whose untimely demise was as ...</p>
</div>",/Library/Article/the-read-mr-gram-parsons,The Read: Mr Gram Parsons,Barney Hoskyns,Mr. Porter,Retrospective,April 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/townes-van-zandt-ithe-nashville-sessionsi"">Townes Van Zandt: <i>The Nashville Sessions</i></a></p>
<p>Review by Andrew Mueller, <i>Uncut</i>, April 2015</p>
<p class=""excerpt"">IT COULD HAVE been the record that made him; maybe, even the record that saved him. ...</p>
</div>",/Library/Article/townes-van-zandt-ithe-nashville-sessionsi,The Nashville Sessions,Andrew Mueller,Uncut,Review,April 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/merle-haggard-keswick-theatre-philadelphia"">Merle Haggard: Keswick Theatre, Philadelphia</a></p>
<p>Live Review by Peter Stone Brown, <i>peterstonebrown.com</i>, 5 June 2015</p>
<p class=""excerpt"">WHEN I HEARD that Merle Haggard was going to play the Keswick Theatre just outside Philadelphia, I knew I had to go. I'm a firm ...</p>
</div>",/Library/Article/merle-haggard-keswick-theatre-philadelphia,"Keswick Theatre, Philadelphia",Peter Stone Brown,peterstonebrown.com,Live Review,5 June 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/ashley-monroe-ithe-bladei"">Ashley Monroe: <i>The Blade</i></a></p>
<p>Review by Alfred Soto, <i>Spin</i>, 20 July 2015</p>
<p class=""excerpt"">THE SINGER AND WRITER of the most exquisite sighs in modern country, Ashley Monroe doesn't come off as a mope. Her high, fluting voice projects ...</p>
</div>",/Library/Article/ashley-monroe-ithe-bladei,The Blade,Alfred Soto,Spin,Review,20 July 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/joe-nick-patoski-on-doug-sahm"">Doug Sahm: Joe Nick Patoski on Doug Sahm</a></p>
<p>Interview by Stephen K. Peeples, <i>stephenkpeeples.com</i>, 25 July 2015</p>
<p class=""excerpt"">Totally true tall tales from Texas about Biblical floods, Doug Sahm, Texas music, Texas Tornados, rednecks, cowboys, hippies, San Antonio, Austin, Houston, Huey P. Meaux, ...</p>
</div>",/Library/Article/joe-nick-patoski-on-doug-sahm,Joe Nick Patoski on Doug Sahm,Stephen K. Peeples,stephenkpeeples.com,Interview,25 July 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/bob-johnston-1932-2015"">Bob Dylan, Leonard Cohen, Simon &amp; Garfunkel, Johnny Cash: Bob Johnston, 1932-2015</a></p>
<p>Obituary by Richard Williams, <i>The Guardian</i>, 18 August 2015</p>
<p class=""excerpt"">Record producer who played a significant role in the recording career of Bob Dylan. ...</p>
</div>",/Library/Article/bob-johnston-1932-2015,"Bob Johnston, 1932-2015",Richard Williams,The Guardian,Obituary,18 August 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/willie-and-the-weed-factory"">Willie Nelson: Willie and the Weed Factory</a></p>
<p>Profile and Interview by Chris Heath, <i>GQ</i>, 31 August 2015</p>
<p class=""excerpt"">Marijuana's state-by-state march toward full legalization would never have happened without Willie Nelson. He's 82 now, and he's spent nearly half his life as America's ...</p>
</div>",/Library/Article/willie-and-the-weed-factory,Willie and the Weed Factory,Chris Heath,GQ,Profile and Interview,31 August 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/the-ladies-used-to-love-outlaws-now-the-ladies-are-outlaws"">Ashley Monroe, Kacey Musgraves: The Ladies Used to Love Outlaws, Now The Ladies Are Outlaws</a></p>
<p>Report by Geoffrey Himes, <i>Paste</i>, 1 September 2015</p>
<p class=""excerpt"">""LADIES LOVE OUTLAWS,"" Waylon Jennings sang in 1972, ""like babies love stray dogs."" Jennings was boasting. He presented himself as a desperado and would soon ...</p>
</div>",/Library/Article/the-ladies-used-to-love-outlaws-now-the-ladies-are-outlaws,"The Ladies Used to Love Outlaws, Now The Ladies Are Outlaws",Geoffrey Himes,Paste,Report,1 September 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/don-henley-2"">Don Henley, Eagles, The: Don Henley</a></p>
<p>Interview by Paul Lester, <i>The Guardian</i>, 1 October 2015</p>
<p class=""excerpt"">YOU WOULD NEVER know that a member of the biggest American band in history had just entered the building. Dressed down in chequered shirt and ...</p>
</div>",/Library/Article/don-henley-2,Don Henley,Paul Lester,The Guardian,Interview,1 October 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/eagles-the-heroes-or-villains-of-70s-rock"">Eagles, The: Eagles: The Heroes Or Villains Of '70s Rock?</a></p>
<p>Retrospective by Bill Holdship, <i>Classic Rock</i>, 6 October 2015</p>
<p class=""excerpt"">The band who took country-rock to the masses ...</p>
</div>",/Library/Article/eagles-the-heroes-or-villains-of-70s-rock,Eagles: The Heroes Or Villains Of '70s Rock?,Bill Holdship,Classic Rock,Retrospective,6 October 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/america-unfiltered-the-world-of-old-time-music"">Hackensaw Boys, The, Avett Brothers, The, Mammals, The, Carter Family, The, Charley Patton, Old Crow Medicine Show, Uncle Earl, Carolina Chocolate Drops, Be Good Tanyas, The, Ollabelle: America Unfiltered: The World of Old-Time Music</a></p>
<p>Overview by Geoffrey Himes, <i>American Songwriter</i>, 8 October 2015</p>
<p class=""excerpt"">RUTH UNGAR understands that a lot of people can't tell the difference between bluegrass and old-time music. Anytime they see a group with a fiddle ...</p>
</div>",/Library/Article/america-unfiltered-the-world-of-old-time-music,America Unfiltered: The World of Old-Time Music,Geoffrey Himes,American Songwriter,Overview,8 October 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/kacey-musgraves-the-new-rebel-queen-of-nashville"">Kacey Musgraves: The New Rebel Queen of Nashville</a></p>
<p>Profile and Interview by Rob Hughes, <i>Daily Telegraph</i>, 1 December 2015</p>
<p class=""excerpt"">THREE DAYS before I meet Kacey Musgraves, the American country singer appears at the Royal Variety Performance in London, sharing a bill with One Direction, ...</p>
</div>",/Library/Article/kacey-musgraves-the-new-rebel-queen-of-nashville,The New Rebel Queen of Nashville,Rob Hughes,Daily Telegraph,Profile and Interview,1 December 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/is-kinky-friedman-ithe-loneliest-man-i-ever-meti"">Kinky Friedman: Is Kinky Friedman ""<i>The Loneliest Man I Ever Met</i>""?</a></p>
<p>Report and Interview by Stephen K. Peeples, <i>stephenkpeeples.com</i>, 5 December 2015</p>
<p class=""excerpt"">THE NIGHT after Kinky Friedman finished recording The Loneliest Man I Ever Met, between the epic floods of spring 2015, the Texas-based singer-songwriter, humorist, entrepreneur and ...</p>
</div>",/Library/Article/is-kinky-friedman-ithe-loneliest-man-i-ever-meti,"Is Kinky Friedman ""The Loneliest Man I Ever Met""?",Stephen K. Peeples,stephenkpeeples.com,Report and Interview,5 December 2015
"<div class=""article-listing"">
<p><a href=""/Library/Article/best-friend-of-mine-waylon-jennings-on-buddy-holly"">Waylon Jennings: Best Friend of Mine: Waylon Jennings on Buddy Holly</a></p>
<p>Retrospective by David Burke, <i>Vintage Rock</i>, 2016</p>
<p class=""excerpt"">HE MAY BE renowned as a pioneer of outlaw country, but Waylon Jennings had a rock'n'roll past long before he caused apoplexy among the Nashville ...</p>
</div>",/Library/Article/best-friend-of-mine-waylon-jennings-on-buddy-holly,Best Friend of Mine: Waylon Jennings on Buddy Holly,David Burke,Vintage Rock,Retrospective,2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/guy-clark-randall-knives-desperados--homegrown-tomatoes"">Guy Clark: Randall Knives, Desperados &amp; Homegrown Tomatoes</a></p>
<p>Memoir by Holly Gleason, <i>The Bitter Southerner</i>, 2016</p>
<p class=""excerpt"">IT'S 6:42 in the morning, and traffic ain't moving. There's no notion of how far this snake of pick-ups, sedans, mini vans twists and lays ...</p>
</div>",/Library/Article/guy-clark-randall-knives-desperados--homegrown-tomatoes,"Randall Knives, Desperados & Homegrown Tomatoes",Holly Gleason,The Bitter Southerner,Memoir,2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/were-the-beau-brummels-americas-unluckiest-band"">Beau Brummels, The: Were The Beau Brummels America's Unluckiest Band?</a></p>
<p>Retrospective by Mitchell Cohen, <i>Music Aficionado</i>, 2016</p>
<p class=""excerpt"">EVERYTHING BEGAN so well. Almost a year after the all-consuming British Invasion began, the Beau Brummels were one of the first new homegrown bands to ...</p>
</div>",/Library/Article/were-the-beau-brummels-americas-unluckiest-band,Were The Beau Brummels America's Unluckiest Band?,Mitchell Cohen,Music Aficionado,Retrospective,2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/peter-guralnick-isam-phillips--the-man-who-invented-rock-n-rolli-ray-benson--david-menconi-icomin-right-at-yai"">Asleep at the Wheel, Howlin' Wolf, Jerry Lee Lewis, Elvis Presley: Peter Guralnick: <i>Sam Phillips – The Man Who Invented Rock 'n' Roll</i>/ Ray Benson &amp; David Menconi: <i>Comin' Right At Ya</i></a></p>
<p>Book Review by Peter Stone Brown, <i>CounterPunch</i>, 26 February 2016</p>
<p class=""excerpt"">SAM PHILLIPS, the man behind Sun Records was easily one of the most important figures in the history of American popular music. ...</p>
</div>",/Library/Article/peter-guralnick-isam-phillips--the-man-who-invented-rock-n-rolli-ray-benson--david-menconi-icomin-right-at-yai,Peter Guralnick: Sam Phillips – The Man Who Invented Rock 'n' Roll/ Ray Benson & David Menconi: Comin' Right At Ya,Peter Stone Brown,CounterPunch,Book Review,26 February 2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/loretta-lynn"">Loretta Lynn</a></p>
<p>Retrospective and Interview by David Burke, <i>R2/Rock'n'Reel</i>, March 2016</p>
<p class=""excerpt"">THE WORD ""legend"" has been devalued by misappropriation in modern linguistic currency. These days it is increasingly (and stupidly) used as a synonym for ""star"" ...</p>
</div>",/Library/Article/loretta-lynn,Loretta Lynn,David Burke,R2/Rock'n'Reel,Retrospective and Interview,March 2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/remembering-guy-clark-the-craftsman"">Guy Clark: Remembering Guy Clark, The Craftsman</a></p>
<p>Obituary by Geoffrey Himes, <i>Paste</i>, 18 May 2016</p>
<p class=""excerpt"">GUY CLARK'S favorite place was the basement of his West Nashville home, where he painstakingly hand-built flamenco guitars and hand-built songs with the same exacting ...</p>
</div>",/Library/Article/remembering-guy-clark-the-craftsman,"Remembering Guy Clark, The Craftsman",Geoffrey Himes,Paste,Obituary,18 May 2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/brandy-clark-ibig-day-in-a-small-towni-2"">Brandy Clark: <i>Big Day in a Small Town</i></a></p>
<p>Review by Alfred Soto, <i>Spin</i>, 6 June 2016</p>
<p class=""excerpt"">A WRITER SINGING HER OWN SONGS isn't necessarily a singer. Brandy Clark made this point clear on 2013's 12 Stories; the title's J.D. Salinger allusion ...</p>
</div>",/Library/Article/brandy-clark-ibig-day-in-a-small-towni-2,Big Day in a Small Town,Alfred Soto,Spin,Review,6 June 2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/bonnie-bishop-iaint-who-i-wasi-"">Bonnie Bishop: <i>Ain't Who I Was</i> </a></p>
<p>Review by Holly Gleason, <i>Paste</i>, 6 June 2016</p>
<p class=""excerpt"">HOLLOW BASS CASCADING over a sunken groove, slinky guitar etching the melody and a palpable humidity establish 'Show A Little Mercy' as a satiny ribbon ...</p>
</div>",/Library/Article/bonnie-bishop-iaint-who-i-wasi-,Ain't Who I Was ,Holly Gleason,Paste,Review,6 June 2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/ralph-stanley-1927-2016"">Ralph Stanley, 1927-2016</a></p>
<p>Obituary by Tony Russell, <i>The Guardian</i>, 26 June 2016</p>
<p class=""excerpt"">FOLLOWING THE DEATH of Bill Monroe in 1996, Ralph Stanley became the leading name in bluegrass, embodying in both his music and his bearing the ...</p>
</div>",/Library/Article/ralph-stanley-1927-2016,"Ralph Stanley, 1927-2016",Tony Russell,The Guardian,Obituary,26 June 2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/brandy-clark-ibig-day-in-a-small-towni"">Brandy Clark: <i>Big Day in a Small Town</i></a></p>
<p>Review by Will Hermes, <i>Rolling Stone</i>, 1 July 2016</p>
<p class=""excerpt"">BRANDY CLARK'S 2013 DEBUT, 12 Stories, heralded a Nashville songwriting renaissance, alongside pathfinders like Kacey Musgraves and Eric Church. Its sequel, and proper major label ...</p>
</div>",/Library/Article/brandy-clark-ibig-day-in-a-small-towni,Big Day in a Small Town,Will Hermes,Rolling Stone,Review,1 July 2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/how-dierks-bentley-became-country-musics-most-relatable-star"">Dierks Bentley: How Dierks Bentley Became Country Music's Most Relatable Star</a></p>
<p>Profile and Interview by Maura Johnston, <i>Esquire</i>, 25 August 2016</p>
<p class=""excerpt"">IT'S A SULTRY August afternoon at the St. Louis record mecca Vintage Vinyl, and in the back of the shop amidst carrels of LPs, Dierks ...</p>
</div>",/Library/Article/how-dierks-bentley-became-country-musics-most-relatable-star,How Dierks Bentley Became Country Music's Most Relatable Star,Maura Johnston,Esquire,Profile and Interview,25 August 2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/margo-price-scala-london"">Margo Price: Scala, London</a></p>
<p>Live Review by Ian Gittins, <i>The Guardian</i>, 2 September 2016</p>
<p class=""excerpt"">Price is a country traditionalist who turns the hard-luck stories of her life into irresistibly vivid and vibrant music. ...</p>
</div>",/Library/Article/margo-price-scala-london,"Scala, London",Ian Gittins,The Guardian,Live Review,2 September 2016
"<div class=""article-listing"">
<p><a href=""/Library/Article/jim-lauderdale-jim-changes-everything"">Jim Lauderdale: Jim Changes Everything</a></p>
<p>Interview by David Burke, <i>Country Music</i>, February 2017</p>
<p class=""excerpt"">JIM LAUDERDALE knows his country music history – and he's very aware of his and his contemporaries' modest place in it compared to the iconic ...</p>
</div>",/Library/Article/jim-lauderdale-jim-changes-everything,Jim Changes Everything,David Burke,Country Music,Interview,February 2017
"<div class=""article-listing"">
<p><a href=""/Library/Article/brad-paisleyzac-brown-band-o2-arena-london"">Brad Paisley, Zac Brown Band: Brad Paisley/Zac Brown Band: O2 Arena, London</a></p>
<p>Live Review by Andrew Mueller, <i>The Guardian</i>, 13 March 2017</p>
<p class=""excerpt"">Hats off to two entertaining stars of the C2C festival who take contrasting approaches to God, the south and the good ol' US of A. ...</p>
</div>",/Library/Article/brad-paisleyzac-brown-band-o2-arena-london,"Brad Paisley/Zac Brown Band: O2 Arena, London",Andrew Mueller,The Guardian,Live Review,13 March 2017
